loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,fico_score,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,credit_age_months,term,grade,sub_grade,emp_length,home_ownership,verification_status,purpose,addr_state,target,text_prompt
20000,11.8,442.88,99996.0,18.6,1,680.0,0,16,0,31022,45.0,27,194,60,B,B4,10,MORTGAGE,Source Verified,debt_consolidation,TN,0,"이 대출 신청자는 연소득 99,996달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 20,000달러, 대출 기간은 60개월이며, 적용 금리는 11.80%입니다. 매월 납입해야 하는 상환 원리금은 443달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 194개월(약 16.2년)입니다. 총 부채상환비율(DTI)은 18.60%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 1건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 16개이고, 전체 신용 한도 대비 사용률(revol_util)은 45.00%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
4500,11.31,147.99,38500.0,4.64,0,680.0,0,12,0,4472,15.3,25,145,36,B,B3,10,RENT,Not Verified,credit_card,TX,0,"이 대출 신청자는 연소득 38,500달러이며, 재직 기간은 10년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 4,500달러, 대출 기간은 36개월이며, 적용 금리는 11.31%입니다. 매월 납입해야 하는 상환 원리금은 148달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 145개월(약 12.1년)입니다. 총 부채상환비율(DTI)은 4.64%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 12개이고, 전체 신용 한도 대비 사용률(revol_util)은 15.30%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
5800,8.81,183.93,120000.0,15.08,0,680.0,2,19,0,6870,26.9,24,46,36,A,A5,6,MORTGAGE,Source Verified,debt_consolidation,NY,0,"이 대출 신청자는 연소득 120,000달러이며, 재직 기간은 6년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 5,800달러, 대출 기간은 36개월이며, 적용 금리는 8.81%입니다. 매월 납입해야 하는 상환 원리금은 184달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 46개월(약 3.8년)입니다. 총 부채상환비율(DTI)은 15.08%입니다. 최근 6개월간 신용조회 건수는 2건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 19개이고, 전체 신용 한도 대비 사용률(revol_util)은 26.90%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
12000,7.56,373.61,130000.0,17.58,0,680.0,0,10,0,25397,65.5,32,270,36,A,A3,10,RENT,Not Verified,home_improvement,MD,0,"이 대출 신청자는 연소득 130,000달러이며, 재직 기간은 10년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 12,000달러, 대출 기간은 36개월이며, 적용 금리는 7.56%입니다. 매월 납입해야 하는 상환 원리금은 374달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 270개월(약 22.5년)입니다. 총 부채상환비율(DTI)은 17.58%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 10개이고, 전체 신용 한도 대비 사용률(revol_util)은 65.50%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 주택 개량입니다."
35000,16.91,1246.28,94000.0,8.35,0,680.0,0,21,0,28911,33.5,37,118,36,C,C5,0,RENT,Not Verified,other,NJ,1,"이 대출 신청자는 연소득 94,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 35,000달러, 대출 기간은 36개월이며, 적용 금리는 16.91%입니다. 매월 납입해야 하는 상환 원리금은 1,246달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 118개월(약 9.8년)입니다. 총 부채상환비율(DTI)은 8.35%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 21개이고, 전체 신용 한도 대비 사용률(revol_util)은 33.50%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 기타 목적입니다."
18500,16.91,458.88,75000.0,12.21,0,680.0,1,14,0,1017,4.2,40,194,60,C,C5,10,RENT,Source Verified,debt_consolidation,IL,1,"이 대출 신청자는 연소득 75,000달러이며, 재직 기간은 10년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 18,500달러, 대출 기간은 60개월이며, 적용 금리는 16.91%입니다. 매월 납입해야 하는 상환 원리금은 459달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 194개월(약 16.2년)입니다. 총 부채상환비율(DTI)은 12.21%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 14개이고, 전체 신용 한도 대비 사용률(revol_util)은 4.20%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
28500,8.19,580.48,210000.0,11.56,0,680.0,0,12,0,8756,7.8,25,311,60,A,A4,10,MORTGAGE,Source Verified,debt_consolidation,OR,0,"이 대출 신청자는 연소득 210,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 28,500달러, 대출 기간은 60개월이며, 적용 금리는 8.19%입니다. 매월 납입해야 하는 상환 원리금은 580달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 311개월(약 25.9년)입니다. 총 부채상환비율(DTI)은 11.56%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 12개이고, 전체 신용 한도 대비 사용률(revol_util)은 7.80%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
16000,17.97,406.04,72000.0,40.42,0,680.0,0,19,0,16667,54.5,40,145,60,D,D1,10,MORTGAGE,Not Verified,debt_consolidation,NC,0,"이 대출 신청자는 연소득 72,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 16,000달러, 대출 기간은 60개월이며, 적용 금리는 17.97%입니다. 매월 납입해야 하는 상환 원리금은 406달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 145개월(약 12.1년)입니다. 총 부채상환비율(DTI)은 40.42%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 19개이고, 전체 신용 한도 대비 사용률(revol_util)은 54.50%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
5500,10.47,178.69,22056.0,8.49,0,680.0,0,10,0,4654,12.7,18,88,36,B,B2,-1,OWN,Not Verified,debt_consolidation,PA,0,"이 대출 신청자는 연소득 22,056달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 자가 소유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 5,500달러, 대출 기간은 36개월이며, 적용 금리는 10.47%입니다. 매월 납입해야 하는 상환 원리금은 179달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 88개월(약 7.3년)입니다. 총 부채상환비율(DTI)은 8.49%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 10개이고, 전체 신용 한도 대비 사용률(revol_util)은 12.70%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
25000,15.02,866.88,150000.0,0.46,0,680.0,0,2,0,1148,8.8,3,66,36,C,C3,3,RENT,Source Verified,medical,CA,0,"이 대출 신청자는 연소득 150,000달러이며, 재직 기간은 3년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 25,000달러, 대출 기간은 36개월이며, 적용 금리는 15.02%입니다. 매월 납입해야 하는 상환 원리금은 867달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 66개월(약 5.5년)입니다. 총 부채상환비율(DTI)은 0.46%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 2개이고, 전체 신용 한도 대비 사용률(revol_util)은 8.80%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 의료비입니다."
5000,18.94,183.13,100000.0,16.49,8,680.0,0,7,0,10508,34.1,22,203,36,D,D2,0,RENT,Verified,other,CA,0,"이 대출 신청자는 연소득 100,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 5,000달러, 대출 기간은 36개월이며, 적용 금리는 18.94%입니다. 매월 납입해야 하는 상환 원리금은 183달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 203개월(약 16.9년)입니다. 총 부채상환비율(DTI)은 16.49%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 8건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 7개이고, 전체 신용 한도 대비 사용률(revol_util)은 34.10%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 기타 목적입니다."
10000,7.56,311.34,55000.0,10.5,0,680.0,0,7,0,7119,24.0,17,173,36,A,A3,10,MORTGAGE,Verified,debt_consolidation,NJ,0,"이 대출 신청자는 연소득 55,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 10,000달러, 대출 기간은 36개월이며, 적용 금리는 7.56%입니다. 매월 납입해야 하는 상환 원리금은 311달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 173개월(약 14.4년)입니다. 총 부채상환비율(DTI)은 10.50%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 7개이고, 전체 신용 한도 대비 사용률(revol_util)은 24.00%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
20000,23.4,778.38,67000.0,35.77,0,680.0,1,14,1,7174,23.8,24,157,36,E,E1,10,MORTGAGE,Not Verified,debt_consolidation,GA,0,"이 대출 신청자는 연소득 67,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 20,000달러, 대출 기간은 36개월이며, 적용 금리는 23.40%입니다. 매월 납입해야 하는 상환 원리금은 778달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 157개월(약 13.1년)입니다. 총 부채상환비율(DTI)은 35.77%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 14개이고, 전체 신용 한도 대비 사용률(revol_util)은 23.80%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 1건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
10000,16.14,243.93,28000.0,24.67,0,680.0,1,14,0,6921,32.8,22,258,60,C,C4,-1,RENT,Verified,credit_card,NY,1,"이 대출 신청자는 연소득 28,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 10,000달러, 대출 기간은 60개월이며, 적용 금리는 16.14%입니다. 매월 납입해야 하는 상환 원리금은 244달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 258개월(약 21.5년)입니다. 총 부채상환비율(DTI)은 24.67%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 14개이고, 전체 신용 한도 대비 사용률(revol_util)은 32.80%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
12000,19.92,445.48,75000.0,18.26,0,680.0,0,8,0,23308,70.8,17,95,36,D,D3,8,RENT,Source Verified,home_improvement,CA,1,"이 대출 신청자는 연소득 75,000달러이며, 재직 기간은 8년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 12,000달러, 대출 기간은 36개월이며, 적용 금리는 19.92%입니다. 매월 납입해야 하는 상환 원리금은 445달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 95개월(약 7.9년)입니다. 총 부채상환비율(DTI)은 18.26%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 8개이고, 전체 신용 한도 대비 사용률(revol_util)은 70.80%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 주택 개량입니다."
